year,EK,SK
22,0.02,0.15787243372908388
23,0.02,0.15787243372908388
24,0.02,0.15787243372908388
25,0.02,0.15751331424030213
26,0.02,0.15730062564875066
27,0.02,0.15730062564875066
28,0.02,0.15563962500227296
29,0.02,0.15923012043914533
30,0.02,0.15923012043914533
31,0.02,0.1575730150210488
32,0.02,0.1575730150210488
33,0.02,0.1586425996308571
34,0.02,0.1595739332412273
35,0.02,0.15726923884821334
36,0.02,0.15443600472785282
37,0.02,0.15264906532717248
38,0.02,0.15181273406045234
39,0.02,0.15061911434980207
40,0.02,0.1478948835039559
41,0.02,0.14525430611628634
42,0.02,0.14546060749447165
43,0.132,0.14705736243101056
44,0.121,0.14637661122922507
45,0.117,0.14536054079257824
46,0.124,0.1441125915047657
47,0.102,0.14646509032973803
48,0.123,0.14351493484629857
49,0.127,0.14126427129566144
50,0.134,0.1416804984774445
51,0.143,0.14117008778284207
52,0.123,0.1401444610304454
53,0.1,0.13861656658607432
54,0.115,0.1398833612728433
55,0.115,0.13904291012329584
56,0.203,0.14055376761566984
57,0.181,0.1406312464435655
58,0.083,0.14003733347376107
59,0.105,0.14396521594425954
60,0.086,0.14296585925703575
61,0.094,0.1434329656006885
62,0.08,0.14323082083032684
63,0.081,0.14315293039876334
64,0.087,0.1420283819794121
65,0.103,0.14006581316773015
66,0.104,0.14146360030545604
67,0.093,0.1389674904630129
68,0.099,0.140730666429048
69,0.108,0.1408156380113747
70,0.103,0.14689381112802255
71,0.095,0.14670729590234674
72,0.108,0.1467395153274205
73,0.086,0.14821415047387532
74,0.1,0.149697141079126
75,0.092,0.15256827906313533
76,0.102,0.15229185345629512
77,0.094,0.15502514821539298
78,0.079,0.15164509026694573
79,0.12,0.15015607130360292
80,0.122,0.15095596607272002
81,0.099,0.15527166957795516
82,0.112,0.15622815380545102
83,0.121,0.15273309561176104
84,0.108,0.15027955977945945
85,0.124,0.1516786814225786
86,0.133,0.1527856131143846
87,0.129,0.1584353176634963
88,0.117,0.15783055676172822
89,0.135,0.1583363363070975
90,0.105,0.15616794547785826
91,0.138,0.15973118093621538
92,0.122,0.1610601171164935
93,0.128,0.15711149332816823
94,0.119,0.15974382511716875
95,0.12,0.1592417292035367
96,0.117,0.1585628718651709
97,0.122,0.15630479887094884
98,0.12,0.15679083986869466
99,0.119,0.15583781440020114
100,0.121,0.15567902602364098
101,0.121,0.15624837993301416
102,0.123,0.15450041646789417
103,0.122,0.15485318912030976
104,0.108,0.15536542454348712
105,0.12,0.1543741543761067
106,0.106,0.1543741543761067
107,0.12,0.15489766276735703
108,0.12,0.1535124970427656
109,0.117,0.1543741543761067
110,0.103,0.15375777143011715
111,0.104,0.153765655412295
112,0.103,0.153765655412295
113,0.115,0.15444513776578095
114,0.121,0.16029237586687684
115,0.111,0.16029237586687684
116,0.116,0.16029237586687684
117,0.113,0.16198590573327348
118,0.121,0.16696718606204275
119,0.116,0.16484012639346463
120,0.124,0.16216893537922525
121,0.112,0.1636502243044525
122,0.1,0.1656324496155601
123,0.102,0.16548121165676444
124,0.066,0.16386057619852218
125,0.051,0.16261569638461187
126,0.055,0.16167775881672156
127,0.045,0.16055927096280279
128,0.062,0.16168943809001665
129,0.044,0.1609706936220743
130,0.057,0.16559200515794031
131,0.054,0.16671332612127357
132,0.051,0.16819495746614052
133,0.043,0.1674556507907862
134,0.061,0.1690074154838515
135,0.048,0.17128198118598253
136,0.046,0.17336795733906787
137,0.054,0.17499522236291637
138,0.055,0.17630640132549155
139,0.051,0.17587343015838178
140,0.054,0.17634145225882816
141,0.052,0.17305343076718688
142,0.051,0.17097595915134067
143,0.051,0.17301260015868122
144,0.043,0.17150071193541006
145,0.05,0.16883662883799133
146,0.043,0.1673662606201671
147,0.044,0.17045649114742706
148,0.048,0.1674798574688256
149,0.051,0.16616923958017937
150,0.053,0.16395875706112742
151,0.045,0.16620236381626807
152,0.048,0.16824012529507526
153,0.049,0.1664036402396951
154,0.047,0.16541423444084044
155,0.056,0.16958810694196935
156,0.044,0.1681217436112681
157,0.052,0.16754912484721085
158,0.054,0.166567057325036
159,0.044,0.16789508576865123
160,0.056,0.17046545712309427
161,0.052,0.16917509799212688
162,0.049,0.16648686649011202
163,0.054,0.16301316730655338
164,0.054,0.16301316730655338
165,0.045,0.16301316730655338
166,0.136,0.16295414285979976
167,0.189,0.1670319584405828
168,0.184,0.16652683214783762
169,0.152,0.16135743085757767
170,0.167,0.16125731094849033
171,0.151,0.15977890939587044
172,0.168,0.16186264303744127
173,0.147,0.1621029058645405
174,0.16,0.1571108306669759
175,0.158,0.16004258505512467
176,0.175,0.16156050103829883
177,0.143,0.1599383577205636
178,0.151,0.1626961223763464
179,0.062,0.161902541019132
180,0.055,0.1624365256329595
181,0.056,0.1625449926509988
182,0.054,0.16637056982180198
183,0.047,0.16805477259768953
184,0.06,0.16576946443177318
185,0.055,0.16493406464384455
