year,EK,SK
22,0.02,0.1590809249945454
23,0.02,0.15789835832522592
24,0.02,0.1584656490289118
25,0.02,0.15787243372908388
26,0.02,0.15787243372908388
27,0.02,0.15787243372908388
28,0.02,0.15730062564875066
29,0.02,0.15563962500227296
30,0.02,0.15563962500227296
31,0.02,0.15754489567535634
32,0.02,0.1575730150210488
33,0.02,0.1575730150210488
34,0.02,0.15920242566639642
35,0.02,0.15765481718866592
36,0.02,0.15410493801398392
37,0.02,0.15264906532717248
38,0.02,0.15181273406045234
39,0.02,0.15030727657960008
40,0.02,0.14803025612276546
41,0.02,0.1474711487434939
42,0.02,0.14529234003493452
43,0.132,0.1438823141826513
44,0.121,0.1444306923982181
45,0.117,0.1460432186164773
46,0.124,0.14359899538312748
47,0.102,0.14271886150142082
48,0.123,0.1405632997523283
49,0.127,0.14069407679187376
50,0.134,0.13950299485373682
51,0.143,0.13861656658607432
52,0.123,0.13904291012329584
53,0.1,0.14149798018697168
54,0.115,0.1406312464435655
55,0.115,0.142092267030801
56,0.203,0.1436106329512868
57,0.181,0.14296585925703575
58,0.083,0.1434329656006885
59,0.105,0.14335958223104026
60,0.086,0.14315293039876334
61,0.094,0.1420283819794121
62,0.08,0.14006581316773015
63,0.081,0.14253841274405668
64,0.087,0.1410602137502504
65,0.103,0.13925354592387498
66,0.104,0.140730666429048
67,0.093,0.1408156380113747
68,0.099,0.1435916592476989
69,0.108,0.1461804453946948
70,0.103,0.14676756959368903
71,0.095,0.14943887638420025
72,0.108,0.15079984799583926
73,0.086,0.15229185345629512
74,0.1,0.15477433622896355
75,0.092,0.15164509026694573
76,0.102,0.15015607130360292
77,0.094,0.15015607130360292
78,0.079,0.15527166957795516
79,0.12,0.15622815380545102
80,0.122,0.1521741060018468
81,0.099,0.15027955977945945
82,0.112,0.15276888374585973
83,0.121,0.1584353176634963
84,0.108,0.15783055676172822
85,0.124,0.1583363363070975
86,0.133,0.15726232553237246
87,0.129,0.15973118093621538
88,0.117,0.1610601171164935
89,0.135,0.15711149332816823
90,0.105,0.1592417292035367
91,0.138,0.1585628718651709
92,0.122,0.15605792002435684
93,0.128,0.1558594780273072
94,0.119,0.15485318912030976
95,0.12,0.15536542454348712
96,0.117,0.1543741543761067
97,0.122,0.15489766276735703
98,0.12,0.15473304718930894
99,0.119,0.1535124970427656
100,0.121,0.1543741543761067
101,0.121,0.15388741969439146
102,0.123,0.16029237586687684
103,0.122,0.16029237586687684
104,0.108,0.16198590573327348
105,0.12,0.16540819797668913
106,0.106,0.16220172210013178
107,0.12,0.1636502243044525
108,0.12,0.1656324496155601
109,0.117,0.16548121165676444
110,0.103,0.16202267698864628
111,0.104,0.16055927096280279
112,0.103,0.1609706936220743
113,0.115,0.16802565743880732
114,0.121,0.16645927364423146
115,0.111,0.16819495746614052
116,0.116,0.17112510639418282
117,0.113,0.1730360719955741
118,0.121,0.17336795733906787
119,0.116,0.17499522236291637
120,0.124,0.17587343015838178
121,0.112,0.17634145225882816
122,0.1,0.17305343076718688
123,0.102,0.17097595915134067
124,0.066,0.17301260015868122
125,0.051,0.16883662883799133
126,0.055,0.1690870228298965
127,0.045,0.16395875706112742
128,0.062,0.16920596702534188
129,0.044,0.16538223627817694
130,0.057,0.16576427413260053
131,0.054,0.1690099398098666
132,0.051,0.1681217436112681
133,0.043,0.16602797263625613
134,0.061,0.16914772411301449
135,0.048,0.16643067703451753
136,0.046,0.17046545712309427
137,0.054,0.16885358257947308
138,0.055,0.16648686649011202
139,0.051,0.16301316730655338
140,0.054,0.16301316730655338
141,0.052,0.16301316730655338
142,0.051,0.16301316730655338
143,0.051,0.1670319584405828
144,0.043,0.16420321160721332
145,0.05,0.16125731094849033
146,0.043,0.16265496662025128
147,0.044,0.1571108306669759
148,0.048,0.16004258505512467
149,0.051,0.16219729501562183
150,0.053,0.1624365256329595
151,0.045,0.1625449926509988
152,0.048,0.166070864386857
153,0.049,0.1676172006716667
154,0.047,0.16576946443177318
155,0.056,0.16538014529152056
156,0.044,0.1635996175436039
157,0.052,0.1622044944787583
158,0.054,0.16063966691850087
159,0.044,0.15734362432488938
160,0.056,0.16011203653843414
161,0.052,0.15602340074050877
162,0.049,0.15332851564988662
163,0.054,0.1526676455602607
164,0.054,0.1522716703725936
165,0.045,0.15159755335036967
166,0.136,0.1516560740559028
167,0.189,0.1516560740559028
168,0.184,0.15271542508712516
169,0.152,0.15207704195517363
170,0.167,0.14764443264483249
171,0.151,0.14887205716149415
172,0.168,0.14877203118519755
173,0.147,0.14681336893151306
174,0.16,0.14532107509670533
175,0.158,0.14438832624367468
176,0.175,0.14498918736502328
177,0.143,0.1451797842651299
178,0.151,0.1424867314950784
179,0.062,0.1421888642426032
180,0.055,0.13830379568808607
181,0.056,0.140478871267559
182,0.054,0.1408156380113747
183,0.047,0.13848167262656222
184,0.06,0.14163251772912083
185,0.055,0.1412283790418245
186,0.058,0.14001717357621435
187,0.063,0.14001717357621435
188,0.05,0.14001717357621435
189,0.051,0.1392105645595373
190,0.049,0.1448410093144576
191,0.051,0.14394966818320218
192,0.063,0.14561122020120132
193,0.054,0.14450508231996503
194,0.067,0.1429537140328194
195,0.041,0.14087772104934407
196,0.062,0.1337650527422491
197,0.05,0.1318648517341456
198,0.055,0.13159233304257725
199,0.059,0.13204712871175464
200,0.045,0.13151944423534281
201,0.052,0.1306030712521823
202,0.054,0.13013982005759375
203,0.052,0.12876111832311998
204,0.051,0.1280170571079701
205,0.061,0.1278344650399056
206,0.067,0.12853848058503564
207,0.048,0.12762126887065434
208,0.063,0.12758534725383552
209,0.042,0.12709859515774014
210,0.042,0.12690498166489006
211,0.062,0.12818176210997037
212,0.065,0.12508645119423867
213,0.061,0.12552353045792705
214,0.055,0.12267329997153313
215,0.066,0.12215347906613502
216,0.06,0.12245514937061773
217,0.046,0.12259781425259857
218,0.072,0.12101452354598102
219,0.069,0.11998236571938928
220,0.053,0.1179679363863822
221,0.072,0.11758393474704396
222,0.069,0.11689898424744886
223,0.083,0.11560106263011535
224,0.063,0.11649025082467009
225,0.067,0.11625695747839934
226,0.076,0.11632482574526738
227,0.054,0.11704249500281597
228,0.08,0.11649973342181724
229,0.068,0.11589678666441344
230,0.079,0.1169660047725886
231,0.071,0.1178052438993133
232,0.063,0.11819320570971771
233,0.064,0.11805467505049516
234,0.059,0.11780037086821944
235,0.064,0.1164255669146074
236,0.069,0.11883097169966064
237,0.077,0.11892220103192448
238,0.047,0.11776860225786077
239,0.057,0.12021692937884229
240,0.07,0.12029541964003701
241,0.065,0.12029290417124049
242,0.06,0.11900130874727591
243,0.06,0.11714136639340716
