year,EK,SK
22,10.83,9.830000000000041
23,2.26,5.29999999999994
24,2.26,6.890000000000001
25,5.87,2.230000000000061
26,3.16,5.079999999999956
27,4.06,9.819999999999993
28,9.48,5.9900000000000375
29,3.61,10.27000000000001
30,4.52,6.749999999999972
31,3.16,7.32999999999997
32,4.97,7.57000000000005
33,24.83,7.340000000000018
34,4.52,15.889999999999986
35,8.13,7.789999999999964
36,5.87,8.460000000000036
37,5.87,5.19999999999996
38,6.32,7.340000000000018
39,3.16,12.270000000000039
40,3.16,11.51999999999994
41,2.71,17.84000000000006
42,8.58,9.339999999999975
43,2.71,12.639999999999958
44,3.16,6.440000000000055
45,8.129999999999999,6.890000000000001
46,2.71,8.119999999999976
47,3.16,10.480000000000018
48,10.84,4.959999999999951
49,17.61,5.9900000000000375
50,2.71,9.819999999999993
51,4.06,11.740000000000066
52,2.71,8.549999999999898
53,21.67,3.3899999999999864
54,6.32,5.190000000000055
55,7.68,7.000000000000028
56,9.03,5.079999999999956
57,3.61,9.26000000000002
58,3.16,13.299999999999983
59,1.805,11.509999999999962
60,1.805,26.87000000000012
61,4.52,18.829999999999956
62,2.71,11.400000000000006
63,1.58,9.26000000000002
64,1.58,5.279999999999916
65,2.03,5.080000000000098
66,2.03,1.799999999999926
67,2.26,8.020000000000067
68,2.26,12.86999999999992
69,2.26,4.399999999999977
70,2.71,6.32000000000005
71,3.16,12.849999999999966
72,3.16,11.850000000000023
73,4.52,19.39000000000007
74,11.29,8.23999999999998
75,6.32,4.8599999999999
76,2.935,13.880000000000052
77,2.935,4.629999999999939
78,14,14.09000000000006
79,6.32,11.620000000000061
80,4.06,12.989999999999924
81,4.06,11.149999999999949
82,2.26,17.380000000000138
83,2.26,12.649999999999864
84,3.61,6.290000000000049
85,4.97,2.259999999999991
86,5.87,2.600000000000051
87,7.68,14.21999999999997
88,6.77,7.680000000000007
89,4.52,7.109999999999985
90,5.42,9.369999999999976
91,11.29,13.299999999999983
92,4.97,10.160000000000053
93,10.39,4.2900000000000205
94,1.805,12.729999999999961
95,1.805,3.3800000000000807
96,6.77,7.22999999999999
97,10.39,7.680000000000007
98,6.77,10.12999999999991
99,2.485,1.6899999999999693
100,2.485,4.860000000000042
101,7.68,4.7400000000000375
102,5.87,3.610000000000042
103,14.45,5.1899999999999125
104,7.68,5.649999999999977
105,3.16,6.890000000000072
106,20.77,12.30000000000004
107,6.32,5.509999999999877
108,4.06,13.210000000000122
109,4.06,12.079999999999984
110,4.97,18.930000000000007
111,2.71,4.8599999999999
112,7.68,15.130000000000052
113,7.22,14.41999999999993
114,2.935,11.060000000000088
115,2.935,5.309999999999917
116,3.16,11.180000000000092
117,4.06,12.049999999999983
118,7.22,12.529999999999859
119,6.77,17.27000000000004
120,2.71,10.810000000000173
121,4.52,7.680000000000007
122,11.74,17.949999999999875
123,6.32,19.730000000000132
124,7.22,12.529999999999859
125,3.61,13.070000000000164
126,4.97,11.289999999999907
127,7.22,10.730000000000075
128,4.06,18.70999999999981
129,6.32,14.21999999999997
130,14.45,14.230000000000018
131,4.74,4.260000000000161
132,4.74,15.809999999999889
133,10.84,9.480000000000075
134,6.32,4.070000000000107
135,6.32,7.329999999999757
136,11.29,5.420000000000016
137,8.13,6.100000000000136
138,5.87,10.699999999999932
139,8.58,20.090000000000146
140,8.22,10.929999999999893
141,5.48,15.689999999999884
142,6.85,11.180000000000234
143,8.22,8.349999999999795
144,4.11,3.8400000000001455
145,8.67,7.89999999999992
146,5.48,8.470000000000084
147,7.3,9.78999999999985
148,5.48,14.450000000000216
149,25.11,6.779999999999973
150,2.74,5.300000000000011
151,4.11,10.929999999999893
152,13.24,10.159999999999911
153,9.13,12.980000000000018
154,4.56,12.309999999999945
155,8.67,20.860000000000127
156,5.02,25.819999999999936
157,6.39,10.840000000000032
158,13.24,20.289999999999964
159,8.22,12.199999999999989
160,8.67,21.5300000000002
161,27.85,11.739999999999782
162,9.55,16.94000000000017
163,7.8,9.819999999999993
164,7.76,11.850000000000023
165,5.02,2.150000000000034
166,5.93,12.729999999999961
167,5.93,15.129999999999768
168,7.3,15.320000000000107
169,5.93,13.549999999999898
170,7.3,11.60000000000025
171,5.93,6.209999999999809
172,5.02,4.629999999999939
173,1.83,1.810000000000116
174,4.56,2.3699999999999477
175,3.65,4.629999999999939
176,4.56,4.2900000000000205
177,5.48,7.560000000000002
178,5.48,11.260000000000048
179,6.39,6.8899999999999295
180,7.76,12.080000000000268
181,7.76,8.579999999999757
182,7.3,7.340000000000089
183,5.02,5.840000000000032
184,7.76,10.500000000000114
185,9.59,8.4699999999998
186,5.48,7.4500000000000455
187,3.65,9.260000000000161
188,5.02,11.95999999999998
189,3.2,5.389999999999873
190,9.59,10.620000000000118
191,6.85,9.47999999999979
192,10.96,12.050000000000125
193,11.87,9.369999999999834
194,3.63,10.840000000000032
195,4.53,8.810000000000002
196,8.61,8.800000000000239
197,5.44,6.639999999999873
198,5.89,6.2000000000000455
199,13.6,12.539999999999907
200,4.99,13.520000000000039
201,5.89,8.120000000000118
202,5.44,4.969999999999857
203,6.35,5.310000000000059
204,4.08,9.480000000000075
205,4.53,9.119999999999777
206,8.16,22.01000000000022
207,5.89,4.830000000000041
208,8.16,3.3899999999999864
209,10.88,4.509999999999934
210,10.879999999999999,10.840000000000032
211,6.8,8.129999999999882
212,6.35,11.17999999999995
213,9.52,6.659999999999968
214,4.08,8.8900000000001
215,7.71,10.61000000000007
216,10.43,7.789999999999964
217,4.99,7.789999999999964
218,8.16,7.309999999999945
219,5.44,1.9200000000000728
220,6.8,11.289999999999907
221,4.99,4.2900000000000205
222,4.99,13.43999999999994
223,13.6,3.0400000000000205
224,4.99,3.050000000000068
225,5.44,7.340000000000089
226,6.35,6.440000000000055
227,5.89,4.479999999999791
228,4.99,9.939999999999998
229,5.44,6.890000000000214
230,7.25,5.0799999999998136
231,8.16,15.660000000000025
232,4.53,5.980000000000132
233,6.35,3.7299999999999045
234,5.44,6.769999999999925
235,9.52,2.71000000000015
236,9.52,3.7299999999999045
237,7.25,8.470000000000084
238,4.08,11.030000000000086
239,6.35,5.309999999999775
240,4.99,6.659999999999968
241,3.17,4.850000000000136
242,4.08,6.099999999999852
243,4.53,12.420000000000186
244,11.78,7.539999999999907
245,4.53,2.820000000000107
246,7.71,2.709999999999866
247,6.8,5.080000000000098
248,5.89,5.529999999999973
249,6.8,3.269999999999982
250,5.89,3.1700000000000728
251,4.99,14.189999999999827
252,4.53,2.71000000000015
253,4.08,5.759999999999934
254,7.25,3.8400000000001455
255,9.97,11.709999999999638
256,5.665,7.340000000000373
257,5.665,2.599999999999909
258,6.8,3.6099999999999
259,7.71,5.980000000000132
260,5.89,2.599999999999909
261,11.78,4.060000000000059
262,8.16,6.669999999999732
263,6.35,5.080000000000382
264,7.25,3.7199999999995725
265,11.78,11.150000000000091
266,12.69,3.8100000000002865
267,4.99,3.949999999999818
268,4.99,5.760000000000218
269,7.25,4.629999999999654
270,6.8,9.449999999999932
271,2.945,6.550000000000296
272,2.945,3.159999999999741
273,3.4,5.310000000000059
274,3.4,4.850000000000136
275,9.97,5.310000000000059
276,6.345,6.32000000000005
277,6.345,7.119999999999891
278,2.945,5.749999999999886
279,2.945,3.7299999999999045
280,16.545,5.300000000000296
281,16.545,13.30000846740063
282,4.99,4.739999999999895
283,4.99,5.809991532599383
284,3.63,2.0700084674007257
285,4.53,2.8700000000003456
286,6.35,5.679999999999836
287,4.53,2.6200000000000045
288,5.44,3.2200000000000273
289,4.53,3.050000000000068
290,4.99,11.009999999999991
291,2.72,5.159999999999627
292,5.89,7.280000000000086
293,6.35,5.760000000000218
294,6.35,6.17999999999995
295,7.25,3.639999999999759
296,5.89,3.7299999999999045
297,8.61,7.030000000000314
298,7.71,3.1299999999998818
299,4.53,7.6200000000000045
300,5.89,3.8900000000001
301,2.495,3.9800000000002456
302,2.495,4.659999999999513
303,4.08,3.9800000000002456
304,4.99,3.979999999999677
305,8.16,12.790000000000532
306,16.77,2.7899999999999636
307,9.07,7.199999999999704
308,5.89,2.119999999999891
309,4.53,2.6200000000000045
310,5.44,5.250000000000341
311,11.78,4.230000000000018
312,9.07,2.2100000000000364
313,4.99,4.569999999999936
314,7.71,5.0799999999998136
315,4.99,5.500000000000114
316,9.52,2.71000000000015
317,4.99,3.809999999999718
318,4.53,3.050000000000068
319,6.35,6.770000000000209
320,6.8,5
321,4.99,2.28999999999985
322,2.72,5.500000000000114
323,2.72,3.7299999999999045
324,6.8,4.989999999999668
325,4.99,2.880000000000109
326,4.99,3.050000000000068
327,8.16,2.880000000000109
328,13.14,5.840000000000032
329,7.71,3.2200000000000273
330,5.44,4.230000000000018
331,3.625,3.3899999999999864
332,3.625,2.9599999999999227
333,3.63,3.8999999999998636
334,4.53,3.550000000000182
335,4.08,2.71000000000015
336,8.16,4.319999999999595
337,5.89,4.740000000000464
338,6.35,3.979999999999677
339,8.16,3.050000000000068
340,4.99,4.490000000000123
341,13.6,6.689999999999827
342,41.7,3.299999999999841
343,2.27,2.9599999999999227
344,4.08,2.6300000000003365
345,1.81,2.7899999999999636
346,3.63,5.169999999999959
347,0.91,3.639999999999759
348,2.72,2.790000000000532
349,4.08,4.069999999999823
350,2.72,3.2099999999996953
351,5.44,3.2200000000000273
352,2.72,2.4600000000003774
353,2.72,4.9099999999998545
354,4.99,5.670000000000073
355,6.35,2.0299999999997453
356,3.63,4.9200000000001864
357,5.44,3.299999999999841
358,7.25,6.60000000000025
359,14.5,4.830000000000041
360,2.495,8.129999999999882
361,2.495,5.75999999999965
362,4.53,2.620000000000573
363,5.89,6.519999999999868
364,4.99,22.019999999999982
365,4.535,3.299999999999841
366,4.535,9.819999999999709
367,4.53,5.1600000000001955
368,4.99,2.4600000000003774
369,4.99,2.3699999999996635
370,4.08,3.9800000000002456
371,5.44,2.459999999999809
372,4.08,1.8599999999997863
373,5.89,9.48000000000036
374,6.35,3.050000000000068
375,4.99,4.569999999999936
376,5.89,7.119999999999891
377,7.71,3.4699999999998
378,3.855,4.820000000000277
379,3.855,3.3899999999999864
380,6.8,3.1299999999998818
381,2.945,3.7299999999999045
382,2.945,2.459999999999809
383,4.53,4.910000000000423
384,3.63,5.329999999999586
385,5.89,9.400000000000546
386,4.99,4.059999999999491
387,3.63,5.080000000000382
388,4.08,3.050000000000068
389,1.135,4.9099999999998545
390,1.135,4.660000000000082
391,2.495,4.9099999999998545
392,2.495,5.169999999999959
393,7.25,3.8900000000001
394,4.53,11.519999999999868
395,10.43,4.230000000000018
396,3.63,5.0799999999998136
397,6.35,4.320000000000164
398,4.53,7.030000000000314
399,3.17,13.039999999999736
400,6.35,18.70999999999981
401,8.16,2.8000000000002956
402,8.61,5.330000000000155
403,3.63,4.8299999999994725
404,4.53,4.060000000000059
405,4.53,4.910000000000423
406,4.99,4.660000000000082
407,6.35,4.059999999999491
408,6.35,5.340000000000487
409,10.88,4.739999999999895
410,4.53,4.489999999999554
411,3.63,3.13000000000045
412,4.99,2.880000000000109
413,5.44,3.979999999999677
414,1.565,4.739999999999895
415,1.565,5.930000000000177
416,4.47,16.089999999999804
417,8.05,12.270000000000323
418,4.92,3.1399999999996453
419,5.36,3.4700000000003683
420,4.47,3.5499999999996135
421,2.68,4.410000000000309
422,2.68,3.299999999999841
423,3.58,6.859999999999786
424,2.23,4.0600000000006276
425,3.58,2.459999999999809
426,3.58,3.809999999999718
427,5.81,2.2800000000000864
428,4.02,4.069999999999823
429,7.6,3.3000000000004093
430,4.02,9.569999999999936
431,6.7,3.2200000000000273
432,2.68,7.6200000000000045
433,2.68,8.629999999999995
434,4.02,2.629999999999768
435,4.02,3.8100000000002865
436,4.47,4.739999999999895
437,8.940000000000001,5
438,7.15,5.0799999999998136
439,4.02,5.330000000000155
440,3.58,6.349999999999909
441,5.36,3.299999999999841
442,4.92,7.460000000000377
443,4.92,5.409999999999968
444,4.47,4.150000000000205
445,4.02,4.149999999999636
446,4.92,2.71000000000015
447,1.79,3.8999999999998636
448,1.79,5.670000000000073
449,4.47,3.4699999999998
450,3.13,4.069999999999823
451,4.47,2.370000000000232
452,4.02,4.320000000000164
453,5.36,4.9099999999998545
454,11.620000000000001,6.60000000000025
455,4.92,6.519999999999868
456,4.02,3.639999999999759
457,5.81,3.3899999999999864
458,2.68,8.13000000000045
459,5.36,4.660000000000082
460,3.13,3.3799999999996544
461,2.68,3.2200000000000273
462,5.36,2.6200000000000045
463,5.81,3.82000000000005
464,4.02,3.4699999999998
465,4.92,3.6400000000003274
466,7.15,3.1299999999998818
467,3.58,2.459999999999809
468,7.6,4.9099999999998545
469,5.36,2.7899999999999636
470,1.79,4.740000000000464
471,1.79,1.9499999999999318
472,4.92,2.370000000000232
473,4.92,4.399999999999409
474,4.47,2.8000000000002956
475,1.125,7.280000000000086
476,1.125,10.670000000000073
477,3.59,2.9599999999999227
478,6.29,3.050000000000068
479,7.19,3.809999999999718
480,7.64,4.660000000000082
481,4.49,2.7899999999999636
482,2.92,3.5599999999999454
483,2.92,5
484,4.04,3.6400000000003274
485,6.74,3.7199999999995725
486,3.59,4.660000000000082
487,2.25,5.930000000000177
488,5.39,4.150000000000205
489,2.7,4.569999999999936
490,2.7,4.230000000000018
491,1.8,9.569999999999936
492,4.94,4.489999999999554
493,2.7,3.0500000000006366
494,2.7,4.989999999999668
495,4.04,5.670000000000073
496,8.09,3.809999999999718
497,8.09,9.230000000000018
498,46.730000000000004,4.490000000000123
499,3.37,7.370000000000232
500,3.37,2.7899999999999636
501,4.49,3.2200000000000273
502,4.04,3.299999999999841
503,3.59,3.4699999999998
504,3.14,4.150000000000205
505,4.04,4.069999999999823
506,5.39,3.050000000000068
507,3.59,2.1100000000001273
508,1.57,3.1400000000002137
509,1.57,5.249999999999773
510,4.49,3.0399999999997362
511,4.49,2.6300000000003365
512,5.39,3.3899999999999864
513,8.99,6.519999999999868
514,6.29,6.009999999999991
515,4.94,5.840000000000032
516,9.43,2.540000000000191
517,4.49,2.9599999999999227
518,6.29,2.28999999999985
519,6.74,2.119999999999891
520,4.04,4.230000000000018
521,3.59,3.4700000000003683
522,2.7,4.569999999999936
523,1.8,3.7299999999999045
524,3.59,1.6899999999998272
525,2.7,3.5599999999999454
526,4.04,3.7299999999999045
527,3.14,4.820000000000277
528,5.39,1.5300000000002
529,4.94,4.479999999999791
530,2.7,4.24000000000035
531,5.84,2.3699999999996635
532,4.94,4.819999999999709
533,3.14,3.900000000000432
534,5.84,3.639999999999759
535,4.04,3.050000000000068
536,3.59,3.050000000000068
537,2.7,4.230000000000018
538,3.59,3.3899999999999864
539,4.04,6.009999999999991
540,4.94,3.639999999999759
541,4.49,4.9099999999998545
542,5.84,16.090000000000373
543,4.94,6.770000000000209
544,8.54,5.509999999999877
545,3.14,3.4699999999998
546,4.04,3.5599999999999454
547,2.25,6.430000000000291
548,6.29,5.500000000000114
549,4.04,6.519999999999868
