year,EK,SK
22,10.83,2.150000000000034
23,2.26,5.279999999999987
24,2.26,9.699999999999989
25,5.87,5.9899999999999665
26,3.16,8.350000000000009
27,4.06,2.0400000000000063
28,9.48,6.660000000000039
29,3.61,1.6899999999999693
30,4.52,5.499999999999972
31,3.16,3.500000000000014
32,4.97,4.2900000000000205
33,24.83,7.449999999999974
34,4.52,15.470000000000041
35,8.13,7.879999999999967
36,5.87,8.580000000000041
37,5.87,5.419999999999945
38,6.32,7.330000000000041
39,3.16,6.099999999999994
40,3.16,2.9399999999999693
41,2.71,3.270000000000053
42,8.58,3.8100000000000023
43,2.71,4.399999999999977
44,3.16,3.6200000000000188
45,8.129999999999999,12.530000000000001
46,2.71,5.079999999999956
47,3.16,9.029999999999987
48,10.84,12.84000000000006
49,17.61,6.099999999999994
50,2.71,6.769999999999996
51,4.06,8.57999999999997
52,2.71,10.249999999999986
53,21.67,4.969999999999999
54,6.32,5.750000000000028
55,7.68,10.169999999999959
56,9.03,11.850000000000023
57,3.61,8.35000000000008
58,3.16,3.5899999999999466
59,1.805,4.969999999999999
60,1.805,7.000000000000028
61,4.52,4.959999999999951
62,2.71,9.26000000000002
63,1.58,13.40999999999994
64,1.58,12.079999999999984
65,2.03,12.760000000000105
66,2.03,13.539999999999992
67,2.26,8.43999999999994
68,2.26,10.730000000000075
69,2.26,11.059999999999945
70,2.71,5.760000000000076
71,3.16,2.9399999999999693
72,3.16,5.729999999999933
73,4.52,5.080000000000098
74,11.29,1.6899999999999693
75,6.32,8.130000000000024
76,2.935,12.86999999999992
77,2.935,4.7400000000000375
78,14,5.97999999999999
79,6.32,12.960000000000065
80,4.06,12.18999999999994
81,4.06,19.279999999999973
82,2.26,7.560000000000002
83,2.26,5.420000000000016
84,3.61,13.889999999999958
85,4.97,4.630000000000081
86,5.87,14.18999999999997
87,7.68,11.410000000000053
88,6.77,13.319999999999936
89,4.52,10.81000000000003
90,5.42,9.599999999999937
91,11.29,7.4500000000000455
92,4.97,12.750000000000057
93,10.39,6.189999999999998
94,1.805,2.4799999999999045
95,1.805,2.600000000000051
96,6.77,14.56000000000003
97,10.39,7.560000000000002
98,6.77,6.8899999999999295
99,2.485,5.529999999999973
100,2.485,4.270000000000067
101,7.68,12.980000000000018
102,5.87,9.92999999999995
103,14.45,4.2900000000000205
104,7.68,12.729999999999961
105,3.16,10.949999999999989
106,20.77,7.57000000000005
107,6.32,6.550000000000011
108,4.06,3.049999999999926
109,4.06,2.4800000000000466
110,4.97,4.489999999999981
