year,EK,SK
22,10.83,2.539999999999978
23,2.26,5.750000000000028
24,2.26,6.610000000000014
25,5.87,7.6200000000000045
26,3.16,9.480000000000004
27,4.06,6.17999999999995
28,9.48,10.160000000000053
29,3.61,7.289999999999992
30,4.52,6.599999999999966
31,3.16,3.9000000000000057
32,4.97,3.890000000000029
33,24.83,7.280000000000015
34,4.52,15.579999999999998
35,8.13,7.959999999999994
36,5.87,8.470000000000013
37,5.87,5.249999999999986
38,6.32,7.280000000000015
39,3.16,13.03999999999995
40,3.16,11.86
41,2.71,17.019999999999982
42,8.58,9.310000000000045
43,2.71,12.359999999999971
44,3.16,6.2700000000000244
45,8.129999999999999,6.940000000000026
46,2.71,8.469999999999942
47,3.16,10.330000000000013
48,10.84,4.7400000000000375
49,17.61,5.929999999999964
50,2.71,9.989999999999952
51,4.06,11.850000000000023
52,2.71,8.640000000000043
53,21.67,3.5599999999999454
54,6.32,4.5700000000000784
55,7.68,7.6200000000000045
56,9.03,4.739999999999895
57,3.61,8.980000000000103
58,3.16,13.379999999999939
59,1.805,12.360000000000042
60,1.805,12.360000000000042
61,4.52,14.059999999999917
62,2.71,8.629999999999995
63,1.58,10.160000000000053
64,1.58,11.349999999999909
65,2.03,9.310000000000116
66,2.03,5.079999999999956
67,2.26,6.779999999999973
68,2.26,7.789999999999964
69,2.26,13.210000000000122
70,2.71,4.739999999999895
71,3.16,5.930000000000035
72,3.16,12.69999999999996
73,4.52,12.700000000000102
74,11.29,18.539999999999992
75,6.32,8.130000000000024
76,2.935,5.419999999999874
77,2.935,13.8900000000001
78,14,4.739999999999895
79,6.32,14.220000000000113
80,4.06,11.17999999999995
81,4.06,12.870000000000061
82,2.26,11.68999999999997
83,2.26,16.92999999999998
84,3.61,12.18999999999994
85,4.97,11.350000000000051
86,5.87,14.06000000000006
87,7.68,8.629999999999995
88,6.77,6.4399999999999125
89,4.52,9.819999999999993
90,5.42,13.04000000000002
91,11.29,9.819999999999993
92,4.97,4.410000000000025
93,10.39,12.69999999999996
94,1.805,3.3800000000000807
95,1.805,7.449999999999903
96,6.77,7.289999999999992
97,10.39,7.110000000000127
98,6.77,3.5599999999999454
99,2.485,1.5200000000000102
100,2.485,5.079999999999956
101,7.68,4.399999999999977
102,5.87,4.070000000000107
103,14.45,5.419999999999874
104,7.68,5.080000000000098
105,3.16,6.599999999999966
106,20.77,12.620000000000005
107,6.32,5.589999999999975
108,4.06,13.290000000000077
109,4.06,5.759999999999934
110,4.97,3.2200000000000273
111,2.71,2.8699999999999193
112,7.68,6.610000000000014
113,7.22,12.360000000000042
114,2.935,5.250000000000057
115,2.935,8.889999999999958
116,3.16,5.420000000000016
117,4.06,7.959999999999923
118,7.22,6.770000000000067
119,6.77,11.009999999999991
120,2.71,5.589999999999975
121,4.52,11.180000000000092
122,11.74,12.189999999999799
123,6.32,12.530000000000143
124,7.22,16.939999999999884
125,3.61,7.280000000000086
126,4.97,3.7299999999999045
127,7.22,7.950000000000159
128,4.06,17.3599999999999
129,6.32,12.199999999999989
130,14.45,7.280000000000086
131,4.74,13.04000000000002
132,4.74,12.779999999999916
133,10.84,11.349999999999909
134,6.32,11.010000000000275
135,6.32,6.17999999999995
136,11.29,5.0799999999998136
137,8.13,7.6200000000000045
138,5.87,14.06000000000006
139,8.58,13.880000000000052
