event,counters,lake,medianAge,2.5%,25%,75%,97.5%
EK-EQ17,historically constrained,Eklutna,1906.704328164406,1757.7043281644164,1876.3031043924466,1928.7043281644087,1995.7469363685154
EK-EQ18,all,Eklutna,2081.3492772545646,1948.3492772545628,2048.3492772545605,2115.349277254564,2187.3492772545596
EK-EQ18,historically constrained,Eklutna,2064.3492772545646,1954.0992772545612,2039.3492772545667,2085.8492772545633,2152.8492772545605
EK-EQ19,all,Eklutna,2152.029022057475,2041.0290220574705,2124.0290220574616,2185.029022057475,2254.0290220574757
EK-EQ19,historically constrained,Eklutna,2137.0290220574675,2062.0290220574707,2117.0290220574707,2154.2790220574752,2223.65402205747
EK-EQ2,all,Eklutna,82.46600504290612,67.8498601436426,78.46600504290618,86.46600504290618,98.46600504290618
EK-EQ2,historically constrained,Eklutna,80.46600504290613,74.46600504290618,78.46600504290613,81.73300252145309,86.46600504290613
EK-EQ20,all,Eklutna,2290.2783128756296,2220.278312875631,2264.278312875628,2321.27831287563,2384.278312875632
EK-EQ20,historically constrained,Eklutna,2265.2783128756296,2216.278312875632,2247.2783128756328,2283.278312875629,2350.278312875631
EK-EQ21,all,Eklutna,2386.3808386091987,2300.380838609208,2359.380838609206,2412.3808386092064,2464.405838609213
EK-EQ21,historically constrained,Eklutna,2362.3808386092023,2284.9808386092027,2340.380838609211,2394.380838609206,2459.380838609193
EK-EQ3,all,Eklutna,153.3711493257465,124.96906551440833,146.68557466287305,161.68557466287305,186.68557466287314
EK-EQ3,historically constrained,Eklutna,148.68557466287305,142.3711493257463,146.68557466287305,150.68557466287305,157.68557466287308
EK-EQ4,all,Eklutna,288.37049889961554,252.1852494498078,278.3704988996155,302.37049889961554,346.3704988996158
EK-EQ4,historically constrained,Eklutna,281.3704988996155,268.3704988996155,277.37049889961554,285.37049889961554,297.18988068605285
EK-EQ5,all,Eklutna,370.69340387420976,328.3864693420996,358.38646934209976,387.3864693420994,436.3864693420994
EK-EQ5,historically constrained,Eklutna,363.18389770165027,341.3791619739584,357.3864693420999,368.38646934209976,380.3864693420999
EK-EQ6,all,Eklutna,496.49795716826054,439.2426519779399,480.49795716826156,514.4979571682605,566.2489785841306
EK-EQ6,historically constrained,Eklutna,487.49795716826134,450.49795716826105,478.49795716826054,494.49795716826156,508.4979571682612
EK-EQ7,all,Eklutna,792.1426513408852,719.1426513408853,771.2853026817706,813.142651340885,872.1426513408855
EK-EQ7,historically constrained,Eklutna,778.1426513408853,747.1426513408854,768.1426513408853,788.1121949786541,801.1462176244074
EK-EQ8,all,Eklutna,942.9580124747582,866.1828369464299,920.4790062373789,966.4790062373779,1026.4790062373781
EK-EQ8,historically constrained,Eklutna,928.4790062373776,896.4716020051044,915.1828369464304,941.4790062373763,963.4790062373781
EK-EQ9,all,Eklutna,1052.4789919062937,970.860560255096,1029.478991906292,1077.4789919062919,1137.4789919062925
EK-EQ9,historically constrained,Eklutna,1037.4789919062937,1001.4789919062948,1023.4789919062935,1051.4789919062919,1075.5039919062935
EK-T10,all,Eklutna,1302.493188010903,1203.4931880109025,1274.4931880109039,1329.4931880109045,1390.493188010901
EK-T10,historically constrained,Eklutna,1287.4931880109039,1229.4901970972694,1269.4931880109048,1304.4931880109002,1335.4931880109011
EK-T11,all,Eklutna,1574.9571734475398,1449.9042742638942,1540.9571734475412,1605.957173447539,1668.9143468950776
EK-T11,historically constrained,Eklutna,1560.4357601713118,1471.89603015254,1536.9571734475396,1578.9571734475408,1623.5225849425976
EK-T12,all,Eklutna,1738.0592178770962,1593.0592178770958,1701.0592178770962,1771.0592178770958,1838.12288293532
EK-T12,historically constrained,Eklutna,1723.059217877097,1608.0409377494036,1695.059217877097,1744.0592178770967,1800.0592178770937
EK-T4,all,Eklutna,74.33480956598761,62.16740478299379,71.1674047829938,78.20885757423251,89.16740478299381
EK-T4,historically constrained,Eklutna,73.1674047829938,68.08977823860214,71.1674047829938,74.33480956598761,78.1674047829938
EK-T5,all,Eklutna,454.60772357723584,403.6077235772363,439.60772357723675,471.6077235772364,522.6077235772364
EK-T5,historically constrained,Eklutna,445.6591633450386,415.58529556562576,438.4991419856305,452.6077235772362,465.2184222731498
EK-T7,all,Eklutna,724.4312714776648,653.431271477664,705.4312714776647,744.4312714776646,803.8695650957324
EK-T7,historically constrained,Eklutna,712.1886456866746,680.4268216786138,702.2532795156417,721.4312714776648,736.8723113693369
GL10,all,Skilak,1050.9294583922429,970.2426137863866,1027.7737489147744,1075.8311894041917,1136.2961880013172
GL10,historically constrained,Skilak,1036.8920567208638,999.6232483338129,1022.7646778291435,1049.8920567208643,1075.8934102660196
SK-EQ10,all,Skilak,370.9913671754929,329.99909093741934,358.0917134711832,387.973870307024,438.1076359488182
SK-EQ10,historically constrained,Skilak,363.04242167654473,339.9541744092841,357.9448509506609,368.9305371396523,380.9781139053363
SK-EQ10_2,all,Skilak,469.57247741159654,412.99090524208947,454.5177489741412,488.08823031329393,540.4458988631455
SK-EQ10_2,historically constrained,Skilak,460.7331066778034,425.2870767783869,452.6673801572096,467.66738015721006,481.96568881351857
SK-EQ11,all,Skilak,495.0443189840999,438.13378492802656,479.2898062205728,513.0776371219242,565.8924708420963
SK-EQ11,historically constrained,Skilak,487.0887074012361,451.1337849280265,477.3724501118359,494.15906242436233,508.0220415933737
SK-EQ12,all,Skilak,508.9629619829396,451.93355387957865,493.1059092444828,527.614933494334,580.7729833218159
SK-EQ12,historically constrained,Skilak,500.91982573484273,467.2216655132022,491.91982573484245,507.9722212421991,521.1145475470491
SK-EQ13,all,Skilak,562.9416254407186,503.9119359547164,546.0339220549556,580.9713157148101,637.8860748775433
SK-EQ13,historically constrained,Skilak,553.9756086691398,519.0933136877297,543.97560866914,561.9756086691393,574.9726101598352
SK-EQ13_2,all,Skilak,659.8909323845721,591.7693731206521,641.6367796626648,678.7384173113355,738.2972960928303
SK-EQ13_2,historically constrained,Skilak,649.0761122603915,615.7856033352188,638.9841952667216,658.3953432982772,672.5432882105194
SK-EQ14,all,Skilak,717.5421312877686,646.4852431254415,699.0295927469215,737.2480281624428,797.5642783445987
SK-EQ14,historically constrained,Skilak,705.3037938956111,673.369324823124,695.2441384218837,715.180777883909,729.3043764204781
SK-EQ15,all,Skilak,791.973400328679,719.000515486515,771.7129031877439,812.9634880848569,872.7765555413996
SK-EQ15,historically constrained,Skilak,777.9703246292939,749.3647241727807,768.0435888620892,786.996235881627,798.0822299794401
SK-EQ15_2,all,Skilak,811.3992046048247,737.5775395530716,790.6043038952969,832.3405386526641,891.5174572236493
SK-EQ15_2,historically constrained,Skilak,797.3763278247272,768.3532368266038,787.34023651243,806.5800181810104,818.6561099566446
SK-EQ15_3,all,Skilak,828.4833110691541,754.609792530944,807.5815175014114,849.4313507170623,908.130064720232
SK-EQ15_3,historically constrained,Skilak,813.7666445682461,784.4162643770981,802.7231672738847,823.6101451273055,837.6105375504161
SK-EQ15_4,all,Skilak,840.1015511928556,766.2249061585333,819.1357551069648,861.2044810215532,920.5710007974141
SK-EQ15_4,historically constrained,Skilak,826.1928173333479,795.0968383400057,815.2073072601868,835.2091362354793,849.2028715063688
SK-EQ15_5,all,Skilak,885.1464511550823,810.566046234663,864.1185957141929,907.1464174271672,966.9123796377243
SK-EQ15_5,historically constrained,Skilak,871.2106856675505,839.3273262724412,859.1876785974318,881.1495326915715,897.3420734597022
SK-EQ15_6,all,Skilak,894.6587200580027,820.1027595357567,873.2910008831593,917.1055847038414,978.0761779388932
SK-EQ15_6,historically constrained,Skilak,880.6351706486247,848.2173608656153,869.1829022328288,890.3805418067188,907.3322843760342
SK-EQ16,all,Skilak,943.9793129049492,866.9756875468588,921.3521278967355,966.9812481953677,1027.858001117467
SK-EQ16,historically constrained,Skilak,929.7625626045647,894.94915459453955,917.0088957794042,941.4701658423598,962.9744848644549
SK-EQ17,all,Skilak,1076.03811857137,994.4626816963033,1052.3238280651008,1100.4875105842493,1161.3586628020557
SK-EQ17,historically constrained,Skilak,1061.253804609013,1023.382574992001,1048.1579454181076,1074.4875105842493,1100.4875105842473
SK-EQ17_2,all,Skilak,1145.8104759466721,1061.5548820612075,1120.888884677715,1172.018237251857,1231.922455036369
SK-EQ17_2,historically constrained,Skilak,1130.81047594667,1090.3365466309394,1115.2883771546497,1144.816446724779,1175.0275525644497
SK-EQ18,all,Skilak,1217.5762048179363,1132.9256797142637,1192.6642538017275,1244.915120925063,1305.9576427868476
SK-EQ18,historically constrained,Skilak,1202.9580818151185,1160.0211539586035,1187.1208500917257,1216.9828520719152,1247.2570978676372
SK-EQ19,all,Skilak,1321.04462572662,1224.420364786336,1293.043224164856,1348.9112540315275,1408.0216229008984
SK-EQ19,historically constrained,Skilak,1305.9885394950093,1250.9722926164304,1288.337687231699,1322.5064262440446,1355.1366322662848
SK-EQ19_2,all,Skilak,1356.8731269591367,1256.970227979255,1327.9201948399443,1384.515360213179,1444.942562495088
SK-EQ19_2,historically constrained,Skilak,1341.6195406977467,1284.9389435274265,1322.91237776951,1357.9378850436888,1395.323129920047
SK-EQ20,all,Skilak,1923.0126927584959,1745.9288094098627,1874.9836776013835,1961.0126927584918,2037.9774347808518
SK-EQ20,historically constrained,Skilak,1907.0560842024038,1760.0157975514148,1869.1280200203068,1933.9204049651921,2010.0002251863232
SK-EQ21,all,Skilak,1955.9435484408677,1771.8885150962144,1905.97526674534,1994.9593368664177,2073.5672308266703
SK-EQ21,historically constrained,Skilak,1938.7862903673877,1783.995215285678,1899.6935484408673,1964.95736179993,2043.972405944288
SK-EQ4,all,Skilak,37.194503171247355,31.01533742331288,35.34554707379135,38.97820163487739,42.97820163487739
SK-EQ4,historically constrained,Skilak,37.921302578018995,35.35087162184479,36.921302578018995,38.921302578018995,40.38720538720539
SK-EQ5,all,Skilak,63.04427645788336,53.0039022377144,60.02625820568928,66.11021505376343,74.12977732105782
SK-EQ5,historically constrained,Skilak,62.21097046413498,56.00122135944501,60.05013161447086,65.03488372093024,69.0814286538406
SK-EQ6,all,Skilak,105.05450041288191,88.02555366269165,100.04765957446807,110.35714285714288,127.066053128383
SK-EQ6,historically constrained,Skilak,104.05960264900662,93.03827361563518,99.72836787564765,108.0476595744681,113.12999543048976
SK-EQ7,all,Skilak,153.06646971934993,124.0502215657311,146.06646971934998,162.02073365231257,188.03665113611044
SK-EQ7,historically constrained,Skilak,149.0074503311258,143.0326662780839,147.01711883639362,150.94262838701087,154.00393541147474
SK-EQ8,all,Skilak,169.04607627838897,138.06770833333334,160.08854589764414,178.16510676645206,205.0644883920895
SK-EQ8,historically constrained,Skilak,162.09284497444634,159.52517361111106,161.07334525939183,163.11631944444437,164.69952988177226
SK-EQ8_2,all,Skilak,275.2545824847253,239.47006557712567,264.63703703703703,289.6581291759465,332.65484633569764
SK-EQ8_2,historically constrained,Skilak,267.27013056221676,254.60966729697114,263.17301472012775,271.12634228600996,282.2462397921304
SK-EQ9,all,Skilak,289.89726627091545,252.04331290632757,279.08710506362274,304.1519441913126,349.30804131241274
SK-EQ9,historically constrained,Skilak,282.0327101004698,268.2387438701889,277.4731421148096,286.1087029932177,297.30486227487125
SK-T10,all,Skilak,1384.1507742431504,1278.346591666665,1353.2753971120364,1412.9020474495994,1472.9410604615268
SK-T10,historically constrained,Skilak,1369.1140480618694,1307.062195487784,1348.8072173786813,1385.8890431122907,1424.0762617243552
SK-T11,all,Skilak,1595.058116232468,1456.1373913043499,1552.1373913043521,1628.9999999999993,1691.5874847328255
SK-T11,historically constrained,Skilak,1577.9999999999968,1483.8436055926736,1544.964114832534,1602.9300699300702,1668.0224719101093
SK-T13,all,Skilak,2123.902777777773,1924.721804511279,2066.971144278607,2166.9883268482486,2239.982180293498
SK-T13,historically constrained,Skilak,2106.85548245613,1935.08858361642,2059.976165803109,2134.000000000001,2212.993596584846
SK-T3,all,Skilak,61.97118959107806,51.95335820895523,58.958061509785644,64.98124022928607,72.87722586691659
SK-T3,historically constrained,Skilak,61.005808325266216,54.94693064667292,58.985522233712516,63.958069941863045,67.97928288327527
SK-T4,all,Skilak,125.00000000000004,103.34957562209549,119.01977848101266,132.01148482362592,153.01342737722047
SK-T4,historically constrained,Skilak,122.01643385066566,112.97196051347375,119.02363710491575,125.00707141098428,129.0204203826237
SK-T5,all,Skilak,450.90548522335274,394.8507018401693,436.74948064857176,468.2967206174262,519.5181884828294
SK-T5,historically constrained,Skilak,442.4477301431194,404.94715055778215,435.77406200339317,449.79624437871337,461.80084601932964
SK-T5b,all,Skilak,462.983706720978,407.0823045267484,448.0000000000001,481.0223174680493,532.9999999999995
SK-T5b,historically constrained,Skilak,454.19887429643495,418.1597330237503,446.25873496755,461.99999999999943,473.99999999999966
SK-T6,all,Skilak,467.00000000000034,411.0098360655736,452.0637720488463,485.8593750000002,537.2515618314072
SK-T6,historically constrained,Skilak,458.6180054323568,423.01942622950827,450.9763313609455,465.9205881630946,479.0902786905564
SK-T7,all,Skilak,585.9079254079247,523.204861111111,568.4879760899641,603.8729281767958,661.5742685403111
SK-T7,historically constrained,Skilak,576.8924050632904,542.4027539270508,566.0000000000007,585.1309904153345,598.8936031671614
SK-T8,all,Skilak,723.976688002937,652.9947413643359,704.9766880029362,743.8133029039901,804.0751054790987
SK-T8,historically constrained,Skilak,711.7264945203132,680.9599647125866,701.0622286209925,720.995494910673,736.0447908965069
SK-T8h,all,Skilak,1118.9128508124081,1036.6393442622973,1094.8933951332558,1143.9639091116333,1202.9031198686387
SK-T8h,historically constrained,Skilak,1104.5073995623138,1065.8151639344276,1089.6158392434995,1117.9999999999973,1146.9744541484715
SK-T9,all,Skilak,1327.9413319121022,1231.9059968151678,1299.9349926650707,1355.5820216843786,1414.9278419459897
SK-T9,historically constrained,Skilak,1312.7971977169486,1257.9060849649554,1294.9458778905353,1329.1340886087537,1362.9164438657742
